Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Intake Valves Per Cyl2,Exhaust Valves Per Cyl,Fuel injection
RX 350 AWD,19,3.5,6,8,Auto(S8),22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RX 350L AWD,21,3.5,6,8,Auto(S8),21,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
CORSAIR AWD,148,2,4,8,Auto(S8),24,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CORSAIR AWD,50,2.3,4,8,Auto(S8),24,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAUTILUS AWD,43,2,4,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAUTILUS AWD,45,2.7,6,8,Auto(S8),21,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-30 4WD,707,2.5,4,6,Auto(S6),27,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-30 4WD,705,2.5,4,6,Auto(S6),26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-5 4WD,505,2.5,4,6,Auto(S6),26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-5 4WD,509,2.5,4,6,Auto(S6),24,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-9 4WD,902,2.5,4,6,Auto(S6),23,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
AMG GLC 43 4MATIC,310,3,6,9,Auto(A9),21,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
AMG GLC 43 4MATIC (coupe),311,3,6,9,Auto(A9),21,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
AMG GLC 63 4MATIC+,510,4,8,9,Auto(A9),18,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
AMG GLC 63 4MATIC+ (coupe),512,4,8,9,Auto(A9),18,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
AMG GLC 63 S 4MATIC+ (coupe),513,4,8,9,Auto(A9),18,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLA 250 4MATIC,505,2,4,7,Auto(AM7),25,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLB 250 4MATIC,751,2,4,8,Auto(AM8),26,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLC 300 4MATIC,112,2,4,9,Auto(A9),24,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLC 300 4MATIC (Coupe),130,2,4,9,Auto(A9),24,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLE 350,414,2,4,9,Auto(A9),22,Turbocharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLE 350 4MATIC,415,2,4,9,Auto(A9),22,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
ECLIPSE CROSS 4WD,231,1.5,4,8,Auto(AV-S8),25,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ECLIPSE CROSS ES 4WD,233,1.5,4,8,Auto(AV-S8),26,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
OUTLANDER 4WD,212,2.4,4,6,Auto(AV-S6),26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
OUTLANDER 4WD,214,3,6,6,Auto(S6),22,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
OUTLANDER SPORT 4WD,224,2,4,6,Auto(AV-S6),26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
OUTLANDER SPORT 4WD,226,2.4,4,6,Auto(AV-S6),25,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
PATHFINDER 4WD,592,3.5,6,1,Auto(AV),22,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PATHFINDER 4WD PLATINUM,593,3.5,6,1,Auto(AV),21,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ROGUE AWD,82,2.5,4,1,Auto(AV),27,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Macan,301,2,4,7,Auto(AM-S7),21,Turbocharged,N,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Macan GTS,312,2.9,6,7,Auto(AM-S7),19,Turbocharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
Macan S,311,3,6,7,Auto(AM-S7),20,Turbocharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
Macan Turbo,321,2.9,6,7,Auto(AM-S7),19,Turbocharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
CROSSTREK AWD,15,2,4,8,Auto(AV-S8),30,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CROSSTREK AWD,14,2,4,6,Manual(M6),25,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
FORESTER AWD,18,2.5,4,7,Auto(AV-S7),29,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
OUTBACK AWD,21,2.4,4,8,Auto(AV-S8),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
OUTBACK AWD,19,2.5,4,8,Auto(AV-S8),29,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
HIGHLANDER AWD,75,3.5,6,8,Auto(S8),23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4 AWD,87,2.5,4,8,Auto(S8),29,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4 AWD,86,2.5,4,8,Auto(S8),28,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4 AWD LE,102,2.5,4,8,Auto(S8),30,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4 AWD TRD OFFROAD,101,2.5,4,8,Auto(S8),27,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4 HYBRID AWD,88,2.5,4,6,Auto(AV-S6),40,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
Atlas Cross Sport 4Motion,21,2,4,8,Auto(S8),20,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Atlas Cross Sport 4Motion,59,3.6,6,8,Auto(S8),19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tiguan 4Motion,23,2,4,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XC40 AWD,125,2,4,8,Auto(S8),25,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
XC60 AWD,121,2,4,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
XC60 AWD,122,2,4,8,Auto(S8),23,Turbocharged+Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
X5 sDrive40i,571,3,6,8,Auto(S8),23,Turbocharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X6 sDrive40i,671,3,6,8,Auto(S8),23,Turbocharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ENCLAVE FWD,709,3.6,6,9,Auto(A9),21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCALADE 2WD,769,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
C1500 SUBURBAN 2WD,687,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 SUBURBAN 2WD,752,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 SUBURBAN 2WD,771,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
C1500 TAHOE 2WD,686,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 TAHOE 2WD,751,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 TAHOE 2WD,770,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
TRAVERSE FWD,710,3.6,6,9,Auto(A9),21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Durango RWD,523,3.6,6,8,Auto(A8),21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Durango RWD,524,5.7,8,8,Auto(A8),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Mid Grade Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Expedition 2WD,115,3.5,6,10,Auto(S10),19,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Expedition MAX 2WD,117,3.5,6,10,Auto(S10),19,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EXPLORER HEV RWD,291,3.3,6,10,Auto(S10),28,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
EXPLORER RWD,20,2.3,4,10,Auto(S10),24,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ACADIA FWD,664,2,4,9,Auto(A9),24,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ACADIA FWD,566,2.5,4,9,Auto(A9),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ACADIA FWD,817,3.6,6,9,Auto(A9),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
C1500 YUKON 2WD,689,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 YUKON 2WD,753,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 YUKON 2WD,772,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
C1500 YUKON XL 2WD,690,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 YUKON XL 2WD,754,5.3,8,6,Auto(A6),18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
C1500 YUKON XL 2WD,773,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
Palisade FWD,9,3.8,6,8,Auto(S8),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
QX80 2WD,381,5.6,8,7,Auto(S7),16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Grand Cherokee 4X2,546,3.6,6,8,Auto(A8),21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
AVIATOR RWD,317,3,6,10,Auto(S10),21,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAVIGATOR 2WD,119,3.5,6,10,Auto(S10),19,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAVIGATOR L 2WD,120,3.5,6,10,Auto(S10),18,Turbocharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ARMADA 2WD,282,5.6,8,7,Auto(S7),16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
4RUNNER 2WD,28,4,6,5,Auto(S5),17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
SEQUOIA 2WD,56,5.7,8,6,Auto(S6),15,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
XC90 FWD,50,2,4,8,Auto(S8),25,Turbocharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
Q7,74,2,4,8,Auto(S8),21,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Q7,47,3,6,8,Auto(S8),18,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Q8,48,3,6,8,Auto(S8),18,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
RS Q8,71,4,8,8,Auto(S8),15,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
SQ7,72,4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
SQ8,73,4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Bentayga,7,4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Bentayga,57,6,12,8,Auto(S8),14,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
X5 M,590,4.4,8,8,Auto(S8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X5 M Competition,591,4.4,8,8,Auto(S8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X5 M50i,574,4.4,8,8,Auto(S8),18,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X5 xDrive40i,570,3,6,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X5 xDrive50i,572,4.4,8,8,Auto(S8),18,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X6 M,690,4.4,8,8,Auto(S8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X6 M Competition,691,4.4,8,8,Auto(S8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X6 M50i,674,4.4,8,8,Auto(S8),18,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X6 xDrive40i,670,3,6,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X7 M50i,774,4.4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X7 xDrive40i,770,3,6,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X7 xDrive50i,772,4.4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ENCLAVE AWD,711,3.6,6,9,Auto(A9),20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCALADE 4WD,774,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
K1500 SUBURBAN 4WD,669,5.3,8,6,Auto(A6),16,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 SUBURBAN 4WD,693,5.3,8,6,Auto(A6),16,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 SUBURBAN 4WD,776,6.2,8,10,Auto(A10),16,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
K1500 TAHOE 4WD,668,5.3,8,6,Auto(A6),17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 TAHOE 4WD,692,5.3,8,6,Auto(A6),17,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 TAHOE 4WD,775,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
TRAVERSE AWD,712,3.6,6,9,Auto(A9),20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Durango AWD,521,3.6,6,8,Auto(A8),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Durango AWD,522,5.7,8,8,Auto(A8),17,Naturally Aspirated,Y,All Wheel Drive,10,Mid Grade Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Durango SRT AWD,525,6.4,8,8,Auto(A8),15,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Expedition 4WD,114,3.5,6,10,Auto(S10),19,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Expedition MAX 4WD,116,3.5,6,10,Auto(S10),18,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EXPLORER AWD,3,2.3,4,10,Auto(S10),23,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EXPLORER AWD,6,3,6,10,Auto(S10),20,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EXPLORER FFV AWD,13,3.3,6,10,Auto(S10),19,Naturally Aspirated,Y,Part-time 4-Wheel Drive,85,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
EXPLORER HEV AWD,292,3.3,6,10,Auto(S10),25,Naturally Aspirated,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
ACADIA AWD,666,2,4,9,Auto(A9),23,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ACADIA AWD,819,3.6,6,9,Auto(A9),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
K1500 YUKON 4WD,674,5.3,8,6,Auto(A6),17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 YUKON 4WD,696,5.3,8,6,Auto(A6),17,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 YUKON 4WD,778,6.2,8,10,Auto(A10),17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
K1500 YUKON XL 4WD,673,5.3,8,6,Auto(A6),16,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 YUKON XL 4WD,695,5.3,8,6,Auto(A6),16,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,1,Spark Ignition Direct Injection
K1500 YUKON XL 4WD,777,6.2,8,10,Auto(A10),16,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,1,Spark Ignition Direct Injection
Palisade AWD,8,3.8,6,8,Auto(S8),21,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
QX80 4WD,382,5.6,8,7,Auto(S7),15,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Grand Cherokee 4X4,539,3.6,6,8,Auto(A8),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Grand Cherokee 4X4,540,5.7,8,8,Auto(A8),17,Naturally Aspirated,Y,All Wheel Drive,10,Mid Grade Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Grand Cherokee SRT 4x4,541,6.4,8,8,Auto(A8),15,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Grand Cherokee Trackhawk 4x4,542,6.2,8,8,Auto(A8),13,Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,1,Multipoint/sequential fuel injection
Urus,8,4,8,8,Auto(S8),14,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Defender 110,663,2,4,8,Auto(S8),18,Turbocharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Defender 110 MHEV,665,3,6,8,Auto(S8),19,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Defender 90,666,2,4,8,Auto(S8),19,Turbocharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Defender 90 MHEV,667,3,6,8,Auto(S8),19,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Discovery,62,3,6,8,Auto(S8),23,Turbocharged,Y,4-Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum",2,2,2,Common Rail Direct Diesel Injection
Discovery,61,3,6,8,Auto(S8),18,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover,28,3,6,8,Auto(S8),24,Turbocharged,Y,4-Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum",2,2,2,Common Rail Direct Diesel Injection
Range Rover,200,5,8,8,Auto(S8),18,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover LWB,210,5,8,8,Auto(S8),18,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover LWB SVA,230,5,8,8,Auto(S8),15,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Sport,44,3,6,8,Auto(S8),24,Turbocharged,Y,4-Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum",2,2,2,Common Rail Direct Diesel Injection
Range Rover Sport,400,5,8,8,Auto(S8),19,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Sport SVR,410,5,8,8,Auto(S8),16,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover SVA,220,5,8,8,Auto(S8),16,Supercharged,Y,4-Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
GX 460,36,4.6,8,6,Auto(S6),16,Naturally Aspirated,Y,4-Wheel Drive,15,Premium Unleaded Required,2,2,2,Multipoint/sequential fuel injection
LX 570,55,5.7,8,8,Auto(S8),14,Naturally Aspirated,Y,4-Wheel Drive,15,Premium Unleaded Required,2,2,2,Multipoint/sequential fuel injection
RX 450h AWD,22,3.5,6,6,Auto(AV-S6),30,Naturally Aspirated,N,All Wheel Drive,15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
RX 450hL AWD,23,3.5,6,6,Auto(AV-S6),29,Naturally Aspirated,N,All Wheel Drive,15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
